Id_number	Accession_name	Leaf-type	Leaflet-shape (in the first flowering node)	Leaflet-margin shape on the second real leaf	Leaflet-margin shape at the first flowering node	Leaflet-appex shape	Leaflet-colour	Leaflet-waxy bloom	Stipules-character of anthocyan spot	Tendrils of leaf-shape	Flower-vexillium colour	Flower-wings colour	Pea mosaic virus-resistance	Pea enation mosaic virus-resistance
L0100803	P.sat.ssp.transcaucasicum_4	5.00	1.50	1.50	1.17	1.17	3.50	3.33	3.00	5.00	5.33	8.33	3.33	3.50
L0100804	P.sat.ssp.transcaucasicum_5	5.00	1.33	1.67	1.50	1.50	4.83	4.67	3.67	5.00	7.33	9.00	3.33	3.50
L0100805	P.sat.ssp.transcaucasicum_6	5.00	1.33	2.67	1.33	1.50	4.33	3.67	3.67	5.00	7.33	8.00	2.67	2.83
L0100806	P.sat.ssp.transcaucasicum_7	5.00	1.67	1.00	1.33	1.00	4.33	4.00	2.67	5.00	5.83	5.00	3.33	3.33
L0100807	P.sat.ssp.transcaucasicum_8	5.00	1.83	1.50	1.00	1.17	4.33	4.00	2.67	5.00	7.50	7.83	3.00	2.83
L0100808	Erbi	5.00	2.25	1.25	1.00	2.25	4.75	5.50	1.00	5.00	1.75	1.50	3.00	3.50
L0100809	Libella	5.00	2.00	1.50	1.00	2.75	5.00	5.00	1.00	5.00	1.25	1.25	3.75	3.75
L0100811	Determinantnyj	5.00	2.50	1.50	1.00	2.50	4.50	3.00	1.00	5.00	2.00	1.00	4.00	4.00
L0100812	K_111	8.00	1.00	1.00	1.50	3.00	2.50	3.00	1.00	1.00	1.50	1.50	7.50	7.50
L0100813	Avola	5.00	3.00	1.75	1.25	1.50	5.25	4.50	1.00	5.00	1.75	1.50	3.50	3.50
L0100815	Loto	3.00	0.00	0.00	0.00	0.00	5.00	6.50	1.00	3.00	1.25	1.00	3.50	3.75
L0100816	Carrera	3.00	0.00	0.00	0.00	0.00	4.75	5.50	1.00	3.00	1.25	1.25	2.75	2.75
L0100823	Alfetta	3.00	0.00	0.00	0.00	0.00	3.75	4.50	1.00	3.00	1.75	1.50	4.25	3.75
L0100824	nsl.SG-L-7	5.00	2.25	1.50	1.50	2.50	4.00	4.00	1.00	3.50	1.50	1.50	4.50	3.75
L0100827	Baccara	3.00	0.00	0.00	0.00	0.00	4.75	6.50	1.00	3.00	1.00	1.25	3.00	3.25
L0100828	Sprite	5.00	4.00	2.00	2.00	2.50	6.00	7.00	1.00	3.00	1.50	1.25	2.50	2.75
L0100829	Miracle	5.00	6.00	3.00	2.00	3.00	2.17	3.67	1.00	3.00	1.50	1.50	2.83	2.50
L0100830	Filby	2.33	0.00	0.00	0.00	0.00	4.17	6.00	1.00	3.00	1.33	1.17	2.83	3.33
L0100831	Alderman	5.00	4.75	1.25	1.25	2.50	2.75	4.50	1.00	3.50	1.75	1.25	2.50	2.50
L0100832	Miragreen	5.00	6.00	2.00	1.75	3.00	2.50	3.50	1.00	6.50	1.75	1.75	2.75	2.50
L0100834	Rondo	5.00	4.50	1.50	1.25	2.00	3.75	5.00	1.00	5.00	1.25	1.00	4.00	3.75
L0100836	Brandon	3.00	0.00	0.00	0.00	0.00	4.50	5.00	1.00	9.00	1.75	1.75	3.25	3.00
L0100837	Skua	5.00	2.75	1.75	1.75	2.50	4.50	6.00	1.00	3.00	1.25	1.25	2.75	3.00
L0100838	Dryden	3.00	0.00	0.00	0.00	0.00	4.00	4.50	1.00	9.00	1.25	1.25	4.00	4.00
L0100839	Sprut_2	3.00	0.00	0.00	0.00	0.00	4.50	5.00	1.00	9.00	1.33	1.17	4.00	3.67
L0100840	Orlus	3.00	0.00	0.00	0.00	0.00	3.83	4.33	1.00	9.00	1.67	1.00	3.83	3.50
L0100841	AZ-26	3.00	0.00	0.00	0.00	0.00	3.67	3.33	1.00	9.00	1.33	1.17	3.17	2.83
L0100842	Orlovcanin	5.00	2.33	1.17	1.17	1.50	4.17	6.00	1.00	4.67	1.67	1.67	3.50	3.50
L0100843	Orlovcanin_2	5.00	2.50	1.67	1.83	2.33	4.17	5.00	1.00	5.67	2.33	1.33	3.83	3.33
L0100844	Vjatic	5.00	2.17	1.83	1.67	2.50	4.50	4.33	1.00	4.67	1.67	1.33	4.33	3.83
L0100845	Agra	3.00	0.00	0.00	0.00	0.00	4.67	5.00	1.00	9.00	1.17	1.33	3.67	3.67
L0100846	SOD_2294	5.00	2.50	2.33	1.17	1.33	5.33	6.00	1.00	3.33	1.50	1.00	3.17	3.17
L0100847	Agat	5.00	2.50	2.00	1.50	2.50	5.33	5.00	1.00	3.00	1.50	1.00	3.33	3.67
L0100848	Diament	5.00	2.17	1.67	1.17	1.50	4.50	4.50	1.00	6.67	1.33	1.33	3.50	3.17
L0100849	Ametyst	5.00	2.67	2.67	1.17	1.33	5.33	5.33	1.00	3.00	2.17	2.50	3.50	3.50
L0100850	Mandy	3.00	0.00	0.00	0.00	0.00	4.00	5.50	1.00	9.00	1.50	1.25	2.50	2.75
L0100851	M.2.820.2	3.00	0.00	0.00	0.00	0.00	2.50	3.50	1.00	9.00	1.25	1.00	2.50	2.50
L0100852	A.O._904	3.00	0.00	0.00	0.00	0.00	5.25	7.00	1.00	9.00	1.75	1.50	4.75	5.00
L0100853	GA91PO10	3.00	0.00	0.00	0.00	0.00	4.50	5.00	1.00	9.00	1.50	1.50	4.50	4.50
L0100854	DP_1059	3.00	0.00	0.00	0.00	0.00	5.50	9.00	1.00	9.00	1.50	1.00	4.00	4.00
L0100855	Maja	3.00	0.00	0.00	0.00	0.00	4.00	4.50	1.00	9.00	1.25	1.00	3.00	2.25
L0100856	GA92P46	3.00	0.00	0.00	0.00	0.00	5.00	6.00	1.00	9.00	1.50	1.50	5.00	5.00
L0100857	Tonus	3.00	0.00	0.00	0.00	0.00	4.25	3.50	1.00	9.00	1.75	1.50	4.00	3.25
L0100858	Tenor	3.00	0.00	0.00	0.00	0.00	3.75	4.50	1.00	9.00	1.50	1.75	4.25	3.00
L0100859	Perfection	5.00	3.25	2.00	2.00	2.75	5.00	5.00	1.00	3.50	1.50	1.25	2.75	3.00
L0100860	Marbel	3.00	0.00	0.00	0.00	0.00	5.50	6.50	1.00	9.00	1.50	1.00	3.25	3.00
L0100865	Gotik	2.00	0.00	0.00	0.00	0.00	4.75	5.50	1.00	9.00	1.75	1.50	4.75	4.00
L0100866	SG-C-6253	5.00	1.75	1.50	1.00	3.00	4.25	4.50	1.00	4.00	1.50	1.75	3.75	3.25
L0100881	Clipper	5.00	2.00	1.50	1.50	1.75	5.00	5.00	1.00	6.00	1.50	1.75	4.75	4.25
L0100882	SG-L-209	5.00	1.75	3.00	1.75	3.00	5.50	5.00	1.00	3.50	1.75	1.50	4.00	3.75
L0100883	US-90-3000	3.00	0.00	0.00	0.00	0.00	4.17	4.00	1.00	9.00	1.50	1.00	3.67	3.50
L0100884	Batrak	3.00	0.00	0.00	0.00	0.00	4.83	6.33	1.00	9.00	1.33	1.50	4.33	3.67
L0100885	LU-203-94	4.50	2.50	2.00	1.17	1.83	3.83	4.33	1.00	5.00	1.83	1.17	2.83	2.50
L0100887	LU-212-94	5.00	3.00	2.17	1.50	2.17	3.67	4.67	1.00	4.00	1.17	1.00	3.33	2.83
L0100888	LU-201-94	5.00	2.67	1.83	1.17	2.17	4.17	5.00	1.00	4.33	1.67	1.33	3.67	3.33
L0100889	AZ-93-1964	3.67	0.83	1.67	1.67	0.33	4.50	4.67	1.00	8.33	1.33	1.17	3.17	3.17
L0100891	Brunovsky	5.00	2.83	2.67	2.00	2.50	5.33	6.00	1.00	4.33	1.33	1.33	3.67	4.17
L0100892	Hanka	5.00	4.33	2.33	1.67	1.33	4.83	6.67	1.00	3.00	1.17	1.00	3.50	3.67
L0100893	Jadeit	5.00	3.50	2.50	1.33	2.00	5.17	5.67	1.00	3.33	1.67	1.17	4.83	4.50
L0100894	Jantar	5.00	3.33	1.67	1.67	2.67	5.00	5.33	1.00	3.33	1.83	1.17	3.83	4.00
L0100895	Jubilant	5.00	5.33	2.33	1.33	2.67	3.17	3.67	1.00	6.67	1.33	1.17	4.33	4.33
L0100896	Slovenska_Viktoria_75	5.00	4.83	1.67	1.33	2.33	2.33	4.00	1.00	6.67	1.17	1.00	2.17	2.33
L0100897	Slovenska_Viktoria_800	5.00	6.00	2.17	1.33	2.50	2.50	3.00	1.00	5.00	1.33	1.17	3.00	3.17
L0100899	Thiram	5.00	6.25	1.50	1.25	3.00	5.25	8.00	1.00	3.50	1.00	1.00	2.50	2.50
L0100900	Zekon	3.00	0.00	0.00	0.00	0.00	3.75	3.75	1.00	9.00	1.75	1.75	4.75	4.00
L0100901	Chantal	5.00	1.00	1.00	1.00	1.00	6.00	6.50	1.00	3.50	2.25	2.00	2.75	2.75
L0100902	L-104-96	5.00	4.67	2.67	1.50	2.17	5.50	6.00	1.00	4.33	1.33	1.00	3.50	3.17
L0100903	L-108-96	5.00	4.67	1.50	1.50	2.50	3.67	4.00	1.00	4.00	1.83	1.33	3.33	3.00
L0100904	L-228-96	5.00	1.83	2.67	1.50	2.33	4.50	5.33	1.00	4.67	1.50	1.00	3.50	3.17
L0100905	L-258-96	5.00	2.33	3.33	2.50	2.00	5.67	4.67	1.00	5.00	1.33	1.17	3.17	2.67
L0100906	L-287-86	5.00	2.33	2.67	1.83	1.50	4.33	6.00	1.00	3.67	1.83	1.33	3.83	3.67
L0100907	c.96-879	5.00	2.83	3.33	1.67	2.33	4.50	5.00	1.00	5.33	1.50	1.67	4.50	4.33
L0100908	Sustrik	3.00	0.00	0.00	0.00	0.00	3.50	3.33	1.00	9.00	1.83	1.33	3.67	3.17
L0100909	HM-6	5.00	2.00	2.00	1.25	1.25	4.50	5.00	1.00	5.00	1.75	1.25	4.00	3.25
L0100910	LU-70	5.00	1.83	2.00	1.00	2.33	5.17	5.67	1.00	5.67	1.83	1.17	4.83	4.50
L0100911	Moravan	5.00	2.25	3.75	1.75	2.50	6.00	5.00	1.00	4.50	1.75	2.00	3.75	3.75
L0100915	Marlene	5.00	2.50	1.25	1.00	1.25	3.75	4.00	1.00	5.00	1.75	1.50	3.50	4.00
L0100917	AGT_1533	3.00	0.00	0.00	0.00	0.00	4.67	4.00	1.00	9.00	1.67	1.33	4.17	4.00
L0100918	AGT_931762	3.00	0.00	0.00	0.00	0.00	4.00	3.33	1.00	9.00	1.67	1.17	3.83	3.67
L0100919	Aksajskij	1.00	0.00	0.00	0.00	0.00	4.00	6.00	1.00	9.00	1.50	1.50	5.50	5.50
L0100920	Montego	5.00	2.50	1.50	1.25	1.50	4.50	5.00	1.00	5.50	1.50	1.25	3.50	3.00
L0100922	Rex	5.00	2.75	1.25	1.00	1.25	4.75	6.00	1.00	3.50	1.75	1.50	2.50	2.25
L0100927	Kamelot	3.00	0.00	0.00	0.00	0.00	3.75	5.00	1.00	9.00	1.25	1.25	5.00	4.25
L0100931	Scorpio	3.00	0.00	0.00	0.00	0.00	4.00	5.00	1.00	9.00	1.25	1.25	2.75	2.25
L0100937	Messire	5.00	2.75	2.25	1.00	1.25	4.75	5.50	1.00	6.50	1.75	1.25	2.75	3.00
L0100941	Flagman	5.00	2.50	1.00	1.00	3.50	2.50	4.00	1.00	6.00	1.50	1.50	4.50	4.50
L0100947	Eiffel	3.00	0.00	0.00	0.00	0.00	4.25	5.50	1.00	9.00	1.50	1.75	2.50	2.75
L0100948	Carneval	3.00	0.00	0.00	0.00	0.00	4.17	6.00	1.00	9.00	1.33	1.17	3.00	2.83
L0100952	AC_Melfort	3.00	0.00	0.00	0.00	0.00	4.75	6.00	1.00	9.00	1.25	1.00	5.50	5.75
L0100953	Highlight	3.00	0.00	0.00	0.00	0.00	4.75	5.50	1.00	9.00	1.50	1.00	2.75	3.00
L0100954	Mozart	3.00	0.00	0.00	0.00	0.00	5.25	6.00	1.00	9.00	1.00	1.00	2.75	3.25
L0100955	B99/98	5.00	3.25	1.25	1.00	1.00	5.75	6.75	1.00	7.00	1.00	1.25	6.75	7.00
L0100956	B99/100	5.00	2.75	1.75	1.00	1.50	4.00	5.50	1.00	5.50	1.25	1.00	6.00	6.50
L0100957	B99/103	5.00	4.50	1.25	1.00	1.00	5.75	5.50	1.00	3.50	1.50	1.00	5.50	6.00
L0100958	B99/104	5.00	5.25	2.25	1.25	2.50	5.75	7.00	1.00	4.50	1.25	1.00	5.75	5.50
L0100959	B99/106	5.00	2.75	1.25	1.00	1.00	6.25	7.50	1.00	5.50	1.00	1.25	6.75	7.00
L0100960	B99/108	5.00	2.75	2.25	1.25	1.00	6.75	7.50	1.00	5.50	1.25	1.25	7.00	7.00
L0100961	B99/112	5.00	3.00	1.00	1.00	1.00	4.25	4.00	1.00	5.00	1.75	1.00	5.75	5.50
L0100962	B99/116	5.00	5.50	1.25	1.00	1.75	4.50	4.50	1.00	3.50	1.50	1.25	5.25	5.25
L0100963	B99/118	5.00	4.50	2.00	1.75	1.50	6.25	6.50	1.00	3.00	1.75	1.50	5.25	5.00
L0100964	Herold	3.00	0.00	0.00	0.00	0.00	3.75	4.50	1.00	9.00	1.50	1.00	4.50	4.25
L0100980	Canis	3.00	0.00	0.00	0.00	0.00	4.40	5.80	1.00	9.00	1.50	1.40	3.80	3.50
L0100981	Garde	3.00	0.00	0.00	0.00	0.00	4.00	6.00	1.00	9.00	2.00	1.75	2.75	2.25
L0100982	Hardy	3.00	0.00	0.00	0.00	0.00	4.50	5.00	1.00	9.00	1.00	1.00	4.00	4.25
L0100983	Harnas	3.00	0.00	0.00	0.00	0.00	4.25	5.50	1.00	9.00	1.50	1.00	4.00	3.75
L0100984	Jackpot	3.00	0.00	0.00	0.00	0.00	5.00	5.00	1.00	9.00	1.75	1.00	3.50	3.75
L0100987	Sposor	3.00	0.00	0.00	0.00	0.00	4.75	6.00	1.00	9.00	1.00	1.25	5.25	4.25
L0100990	Joel	5.00	4.00	1.25	1.00	1.25	2.50	3.50	1.00	3.50	1.25	1.00	2.50	2.75
L0100991	Franklin	5.00	2.00	2.00	1.00	1.00	6.75	8.50	1.00	3.50	1.75	1.75	7.00	7.75
L0100992	Starling	3.00	0.00	0.00	0.00	0.00	5.00	5.00	1.00	9.00	1.50	1.25	5.00	4.50
L0100993	Fallon	3.00	0.00	0.00	0.00	0.00	4.25	4.50	1.00	9.00	1.25	1.50	4.00	3.75
L0100994	Lifter	5.00	3.00	3.50	3.00	1.50	5.75	7.00	1.00	3.50	1.50	1.25	5.25	5.25
L0100995	Cutlass	3.00	0.00	0.00	0.00	0.00	3.75	4.50	1.00	9.00	1.25	1.25	3.50	3.75
L0100996	CDC_Montero	3.00	0.00	0.00	0.00	0.00	4.00	4.50	1.00	9.00	1.75	1.75	5.25	5.25
L0100997	96-2052	3.00	0.00	0.00	0.00	0.00	3.50	3.50	1.00	9.00	1.25	1.25	2.75	2.75
L0100998	96-2058	3.00	0.00	0.00	0.00	0.00	3.75	5.00	1.00	9.00	1.50	1.50	4.00	4.50
L0100999	96-2198	3.00	0.00	0.00	0.00	0.00	5.50	7.00	1.00	9.00	1.25	1.50	3.25	3.00
L0101000	96-2222	3.00	0.00	0.00	0.00	0.00	4.25	4.50	1.00	9.00	1.50	1.00	3.50	3.50
L0101001	97-363	5.00	3.75	3.25	2.25	1.75	3.25	3.50	1.00	3.50	1.50	1.25	3.50	3.50
L0101002	97-2170	5.00	2.25	1.75	1.25	2.25	5.00	4.50	1.00	3.50	1.25	1.00	2.75	2.75
L0101003	97-2162	5.00	5.75	2.00	1.50	2.50	2.00	3.00	1.00	3.50	1.00	1.00	3.50	3.00
L0200018	Ovatio	5.00	2.00	1.00	1.00	3.00	4.00	5.00	5.00	5.00	4.00	6.00	2.00	2.00
L0200201	Stupicka_jarni	5.00	2.00	3.00	2.25	2.25	4.50	4.50	5.00	6.50	7.00	7.75	4.00	3.75
L0200202	Klatovska_jarni	5.00	3.00	1.50	1.00	3.25	3.50	4.50	4.00	4.00	4.25	5.75	4.25	3.75
L0200203	Balikova	5.00	5.25	3.50	1.75	3.25	3.50	5.00	4.50	4.00	7.00	8.50	4.25	3.75
L0200204	Cesky_banan	5.00	5.75	2.25	2.00	2.50	3.00	4.50	5.00	6.00	6.25	7.25	4.00	3.75
L0200205	Helena	5.00	2.50	1.00	1.25	1.50	4.00	3.50	5.00	5.00	6.00	8.50	4.75	4.50
L0200206	Kapucin	5.00	5.50	2.50	1.50	3.25	5.50	6.00	5.00	6.50	6.25	8.75	4.00	3.50
L0200207	Kocovska_108	5.00	1.75	1.25	1.25	3.50	3.50	4.00	5.00	6.00	6.75	5.25	4.00	3.50
L0200208	Moravska_krajova	5.00	2.50	1.25	1.25	2.00	3.75	5.50	5.00	5.00	6.75	6.50	3.75	3.25
L0200209	PR_17.5	5.00	2.75	1.50	1.25	1.75	3.00	3.50	5.00	6.00	6.00	8.25	3.50	2.75
L0200210	PR_19.5	5.00	1.75	1.25	1.25	2.00	4.50	4.50	5.00	6.50	6.75	8.50	3.75	3.25
L0200211	PR_20.2	5.00	2.25	1.50	1.25	3.50	4.50	4.00	5.00	5.00	7.00	7.25	4.00	3.50
L0200212	PR_20.24	5.00	2.00	1.50	1.25	1.75	4.50	5.00	5.00	6.50	6.25	8.50	3.75	3.00
L0200213	Prochazkova_B	5.00	2.25	1.50	1.50	2.75	5.00	5.50	5.00	4.50	6.75	6.50	4.25	3.50
L0200217	Vlasta	5.00	5.25	4.75	2.00	3.00	5.50	4.50	5.00	6.00	6.50	7.50	4.50	3.50
L0200218	PR_19.7/37.3a	5.00	2.50	2.50	1.75	2.25	5.50	6.50	5.00	6.50	6.75	6.75	3.25	2.50
L0200219	PR_19.7-37.3b	5.00	2.75	3.00	2.50	3.50	4.00	4.00	5.00	6.50	7.00	7.50	4.00	3.50
L0200220	PR_19.7-37.3c	5.00	2.75	1.25	1.25	3.50	3.50	3.00	5.00	5.50	7.25	7.00	3.50	2.75
L0200221	Angerner_Futtererbse	5.00	6.00	1.50	1.25	2.00	3.50	3.50	1.00	3.50	6.50	8.25	5.25	4.50
L0200222	Dragamova	5.00	2.25	1.00	1.50	1.75	2.50	3.50	4.25	3.50	4.00	5.00	3.75	3.75
L0200223	Hohenheimer_Rosabluhende	5.00	2.00	1.25	1.00	2.00	3.00	3.00	5.00	3.50	4.50	5.50	4.25	3.50
L0200224	Iulich	5.00	2.00	1.50	1.25	1.00	3.00	3.50	4.00	3.50	4.00	5.00	4.25	3.75
L0200225	Lucienhofer_Wintererbse	5.00	3.00	1.50	1.00	2.25	4.50	6.00	5.00	5.50	6.50	6.75	4.50	4.00
L0200226	Manholt«s_Kapuciner	5.00	5.25	1.50	1.00	2.00	4.00	5.50	4.50	6.50	7.00	8.75	2.50	2.75
L0200227	Nordost_Felderbse	5.00	4.00	1.50	1.00	2.00	3.25	3.50	1.00	3.50	6.50	7.50	4.75	4.25
L0200228	Violeta	5.00	4.00	1.50	1.25	2.25	4.75	5.50	4.50	3.50	7.00	6.00	4.50	4.00
L0200229	Strengs_Weihenstephaner	5.00	3.25	1.25	1.25	2.50	4.25	4.00	4.00	6.50	7.00	7.25	4.25	3.75
L0200230	Svalofs_Schrotterbse	5.00	2.33	1.33	1.17	1.83	4.67	6.00	5.00	5.00	5.33	7.00	3.33	3.17
L0200231	Svalofs_Soloerbse	5.00	4.50	1.33	1.50	2.33	5.00	6.33	3.67	6.67	4.83	6.83	3.17	3.00
L0200232	Svalofska_Velkozrnna	5.00	3.33	1.50	1.17	1.50	3.67	4.33	1.33	5.00	6.67	6.00	3.67	3.33
L0200234	Purpur_violett_Schotige_Nero	5.00	4.75	1.25	1.25	2.75	3.25	4.00	5.00	5.00	7.50	8.75	4.75	4.25
L0200236	Finsky_rany	5.00	5.75	1.25	1.00	1.25	3.50	4.00	5.00	5.50	7.00	6.00	2.75	3.50
L0200238	Recka	5.00	6.00	3.25	2.25	1.75	3.75	3.50	5.00	4.50	7.50	7.50	3.25	4.00
L0200239	Svycarska_obrovska	5.00	2.75	1.25	1.00	2.00	4.50	5.00	5.00	3.50	7.50	8.75	2.25	2.50
L0200243	Pisum_sativum_var._umbellatum	5.00	2.00	1.50	1.25	1.50	3.50	6.00	5.00	4.50	4.25	6.75	5.00	4.50
L0200244	Abed_Marmor	5.00	2.75	1.25	1.25	2.00	3.75	5.50	4.50	5.50	7.25	7.00	2.25	2.25
L0200245	Weibull's_Parvus	5.00	3.50	2.67	1.33	1.50	4.33	5.67	4.67	5.33	6.67	8.33	3.17	3.50
L0200246	Felicitas	5.00	2.50	1.25	1.00	1.50	3.00	4.50	5.00	6.00	7.25	8.50	5.25	5.50
L0200247	Tasmansky	5.00	2.75	1.00	1.00	1.75	3.50	4.00	4.00	5.50	7.50	8.50	2.75	3.00
L0200248	Nieznanicka_Ciemna	5.00	3.67	1.33	1.33	2.17	4.67	4.67	5.00	5.00	5.33	6.17	3.50	3.83
L0200249	Nieznanicka_jasna	5.00	3.67	1.33	1.17	2.00	3.50	3.67	4.00	3.33	5.50	5.67	3.17	3.33
L0200250	Bello	5.00	2.50	1.33	1.17	2.00	4.33	4.00	4.00	4.67	6.67	6.83	3.17	3.17
L0200251	Brio	5.00	2.17	1.33	1.17	1.50	4.67	6.00	5.00	5.00	6.17	7.00	2.67	2.83
L0200252	Hero	5.00	2.67	1.33	1.17	2.00	5.50	6.67	5.00	5.33	6.67	7.00	2.83	2.67
L0200254	Schwarzer_Riesen	5.00	2.75	1.25	1.50	2.25	2.75	3.50	5.00	4.50	6.50	6.00	2.00	2.25
L0200255	BII867	5.00	2.25	1.25	1.00	2.25	3.50	4.50	5.00	5.50	6.75	8.50	5.75	5.25
L0200256	Wachserbse_von_Prof._Koppert	5.00	4.25	2.25	1.25	2.25	3.25	4.00	5.00	5.50	7.25	8.75	3.25	3.75
L0200257	P.183	5.00	3.75	2.75	3.25	1.50	4.25	6.50	4.50	3.00	7.00	8.50	4.50	4.25
L0200258	Vilmorin_IV	5.00	2.83	2.33	1.17	2.17	4.00	5.00	4.67	5.00	7.50	8.83	2.67	3.00
L0200259	B:I.1439_Kukuli	5.00	1.75	1.50	1.00	1.00	4.25	5.00	4.50	4.00	6.25	7.00	4.25	4.75
L0200260	B.I.1416	5.00	3.25	1.50	1.00	2.50	3.00	4.00	5.00	3.00	7.75	8.25	3.75	3.50
L0200261	H.E.300	5.00	3.00	2.25	1.25	1.25	3.50	4.00	5.50	5.00	6.25	7.25	3.50	3.50
L0200262	Coimbra	5.00	2.17	1.33	1.17	2.33	3.00	4.33	5.00	5.33	7.00	8.33	2.83	3.00
L0200263	Palma	5.00	3.00	1.25	1.00	1.25	4.50	5.50	5.00	6.50	6.25	6.00	2.00	2.25
L0200264	Fregero_200	5.00	4.25	1.75	1.00	2.25	6.00	7.00	5.00	3.50	7.50	8.50	3.75	4.25
L0200265	Fregero_210	5.00	5.75	1.50	1.00	2.25	3.25	4.50	4.00	6.50	7.00	9.00	2.75	3.00
L0200266	Baltersbacher	5.00	2.50	1.25	1.25	1.50	3.50	4.00	5.00	6.50	7.25	8.00	4.75	4.25
L0200267	Hodinger	5.00	4.25	1.25	1.50	1.50	3.25	3.50	5.00	4.00	7.25	8.50	4.25	4.25
L0200268	Kefermarkter	5.00	4.50	1.00	1.25	2.00	5.25	4.50	4.50	7.00	5.50	6.00	2.75	2.75
L0200269	Reichesberger	5.00	2.75	1.25	1.00	2.25	5.00	5.50	4.50	4.50	7.25	7.25	2.75	3.00
L0200271	Pulawska_Slodka_Nr.2	5.00	2.50	1.33	1.33	1.83	5.33	3.33	4.33	4.67	7.00	6.33	3.17	3.00
L0200272	Bargkamp	5.00	3.25	1.50	1.50	1.25	4.50	5.50	5.00	6.50	5.75	8.00	4.75	4.50
L0200273	Kozieczyska	5.00	4.67	1.67	1.17	1.83	3.83	5.00	5.00	6.67	6.83	8.33	3.67	3.50
L0200274	Violetta_Rehuherne	5.00	2.25	1.25	1.00	1.50	3.25	4.00	5.00	4.50	6.75	7.75	4.75	4.25
L0200275	Weibull_047	5.00	3.33	3.17	1.50	2.00	2.67	6.00	5.00	5.33	7.17	7.00	3.17	3.33
L0200276	Maple_Peas	5.00	3.25	1.50	1.25	2.25	3.75	5.50	3.50	4.50	4.00	6.00	2.50	2.50
L0200277	Dun	5.00	2.75	1.75	1.25	2.25	3.50	4.50	4.00	5.50	7.50	6.50	2.25	2.25
L0200278	Graue_Erbse_2	5.00	2.75	1.00	1.25	2.00	5.50	6.00	5.00	4.00	5.00	6.50	2.75	3.00
L0200279	Kapucin_drobnozrnny	5.00	2.25	1.50	1.50	1.50	4.50	4.50	5.00	6.00	7.75	6.25	4.00	3.25
L0200280	Kocovce_nsl.11	5.00	3.75	1.50	1.25	3.50	3.75	6.00	5.00	4.00	7.50	8.75	3.25	2.75
L0200281	Kapucin_belokvety	5.00	5.25	1.25	1.50	3.25	5.00	5.00	1.00	4.50	1.75	1.25	3.00	2.50
L0200282	Minerva	5.00	2.50	1.25	1.00	2.00	4.75	5.50	5.00	5.00	6.75	7.50	2.75	3.00
L0200283	Marathor	5.00	3.00	1.00	1.25	1.75	3.75	4.00	5.00	5.50	7.00	7.00	2.25	2.50
L0200284	Pisello_Nano_Taccola_Weggis	5.00	4.25	1.50	1.00	2.25	3.50	4.00	5.00	4.50	6.00	7.50	2.00	2.00
L0200285	N.F.G._Peluschke	5.00	3.50	1.50	1.25	1.50	4.00	4.00	5.00	6.00	7.50	7.25	5.25	4.75
L0200286	Dun	5.00	2.75	1.50	1.50	2.25	4.00	5.00	5.00	3.50	7.00	7.00	2.50	2.25
L0200287	Grey	5.00	4.25	1.25	1.25	2.00	4.75	6.50	3.50	5.50	7.50	7.50	2.50	2.50
L0200288	Marma	5.00	2.71	1.71	1.14	2.00	4.57	5.29	4.14	4.43	6.86	7.71	2.86	3.00
L0200289	Vinco	5.00	2.75	2.00	1.25	2.50	4.25	4.50	5.00	5.50	7.00	8.50	2.25	2.75
L0200290	Pomorska	5.00	2.67	2.17	1.17	1.33	4.67	4.67	5.00	5.00	7.00	7.00	3.83	4.00
L0200291	Aureool	5.00	3.00	1.00	1.00	2.50	4.50	5.00	5.00	5.50	7.00	7.50	3.50	3.50
L0200292	Eroica	5.00	6.00	3.25	2.50	2.50	3.50	4.00	4.00	4.50	5.50	5.50	2.50	2.75
L0200293	Ivora	5.00	4.75	1.50	1.25	2.25	4.50	4.50	5.00	5.50	2.25	2.00	3.00	3.25
L0200294	Koroza	5.00	3.00	1.00	1.25	2.25	4.50	4.50	5.00	5.00	7.50	7.00	3.00	4.00
L0200295	Sparta	5.00	3.75	1.25	1.00	1.75	3.50	4.00	4.50	4.50	4.00	5.00	2.50	2.75
L0200296	Pisum_sativum_15860	5.00	2.50	2.00	2.00	2.25	4.00	4.50	5.00	5.00	7.00	7.50	3.00	3.25
L0200297	Pisum_arvense	5.00	4.00	2.00	1.75	2.00	3.50	6.00	5.00	4.50	7.25	7.00	3.00	3.25
L0200298	Pisum_arvense_15858	5.00	2.50	2.25	2.00	1.75	3.00	3.50	5.00	5.50	6.50	7.00	2.50	2.75
L0200299	HXP_nsl.	5.00	1.75	1.25	1.50	1.75	3.25	6.00	5.00	4.50	7.75	6.25	4.50	3.75
L0200307	NO_602-19	5.00	2.50	1.50	1.00	3.50	2.50	4.00	5.00	7.00	7.50	8.00	4.50	4.50
L0200318	Egwopia	5.00	1.50	4.50	3.50	2.00	4.50	4.00	1.00	6.00	7.50	8.00	4.50	4.50
L0200321	Luna	5.00	2.00	1.25	1.50	2.00	4.50	4.50	5.50	6.50	6.75	7.00	3.50	3.25
L0200322	Pisum_arvense_15859	5.00	2.75	1.75	1.50	2.00	3.50	5.00	5.00	5.00	7.25	7.25	2.75	2.50
